# PROCESS #
# Power Reactor Optimisation Code #
# PROCESS #
# Power Reactor Optimisation Code #
PROCESS_version__________________________________________________________ (procver)______________________      "3.4.1" 
Date_of_run______________________________________________________________ (date)_________________________ "07/07/2026 UTC" 
Time_of_run______________________________________________________________ (time)_________________________      "12:44" 
User_____________________________________________________________________ (username)_____________________    "jpeters" 
PROCESS_run_title________________________________________________________ (runtitle)_____________________ "st regression" 
PROCESS_git_tag__________________________________________________________ (tagno)________________________           "" 
PROCESS_git_branch_______________________________________________________ (branch_name)__________________           "" 
Input_filename___________________________________________________________ (fileprefix)___________________ "/home/jpeters/bluemira-spherical-tokamak/studies/first/data/PROCESS/run_dir/IN.DAT" 
Optimisation_switch______________________________________________________ (ioptimz)______________________            1 
Figure_of_merit_switch___________________________________________________ (minmax)_______________________           -5 
# Numerics #
# PROCESS found a feasible solution #
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile97)_ 3.36342730132340018e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile98)_ 3.36321522559078723e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile99)_ 3.36300084087935014e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile100)_ 3.36278414293575079e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile101)_ 3.36256512745532721e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile102)_ 3.36234379008182582e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile103)_ 3.36212012640713587e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile104)_ 3.36189413197102382e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile105)_ 3.36166580226085321e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile106)_ 3.36143513271131633e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile107)_ 3.36120211870414520e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile108)_ 3.36096675556783397e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile109)_ 3.36072903857735117e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile110)_ 3.36048896295384392e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile111)_ 3.36024652386434797e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile112)_ 3.36000171642148660e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile113)_ 3.35975453568317084e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile114)_ 3.35950497665228953e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile115)_ 3.35925303427640420e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile116)_ 3.35899870344743245e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile117)_ 3.35874197900133264e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile118)_ 3.35848285571777927e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile119)_ 3.35822132831984410e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile120)_ 3.35795739147366046e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile121)_ 3.35769103978809413e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile122)_ 3.35742226781440589e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile123)_ 3.35715107004590951e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile124)_ 3.35687744091762763e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile125)_ 3.35660137480594312e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile126)_ 3.35632286602824648e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile127)_ 3.35604190884257436e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile128)_ 3.35575849744725385e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile129)_ 3.35547262598053386e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile130)_ 3.35518428852021433e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile131)_ 3.35489347908327584e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile132)_ 3.35460019162549727e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile133)_ 3.35430442004107432e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile134)_ 3.35399231970878953e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile135)_ 3.35364097930498950e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile136)_ 3.35328671763978958e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile137)_ 3.35292952735071337e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile138)_ 3.35256940100179035e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile139)_ 3.35220633108308652e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile140)_ 3.35184031001022120e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile141)_ 3.35147133012389942e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile142)_ 3.35109938368941407e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile143)_ 3.35072446289616144e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile144)_ 3.35034655985714425e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile145)_ 3.34996566660846318e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile146)_ 3.34958177510881949e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile147)_ 3.34919487723899278e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile148)_ 3.34880496480132894e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile149)_ 3.34841202951921302e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile150)_ 3.34801606303654253e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile151)_ 3.34761705691718658e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile152)_ 3.34721500264445426e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile153)_ 3.34680989162053866e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile154)_ 3.34640171516596929e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile155)_ 3.34599046451905791e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile156)_ 3.34557613083532734e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile157)_ 3.34515870518694713e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile158)_ 3.34473817856215616e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile159)_ 3.34431454186468136e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile160)_ 3.34388778591315150e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile161)_ 3.34345790144050481e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile162)_ 3.34302487909338719e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile163)_ 3.34258870943154784e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile164)_ 3.34214938292723174e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile165)_ 3.34170699430021534e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile166)_ 3.34126185210553617e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile167)_ 3.34081352823502220e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile168)_ 3.34036201282754641e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile169)_ 3.33990729593156743e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile170)_ 3.33944936750448118e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile171)_ 3.33898821741197160e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile172)_ 3.33852383542734854e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile173)_ 3.33805621123088736e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile174)_ 3.33758533440915350e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile175)_ 3.33711119445432880e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile176)_ 3.33663378076352446e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile177)_ 3.33615308263809185e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile178)_ 3.33566908928292927e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile179)_ 3.33518178980577362e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile180)_ 3.33469117321649344e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile181)_ 3.33419722842637345e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile182)_ 3.33369994424739291e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile183)_ 3.33319930939149289e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile184)_ 3.33269531246984396e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile185)_ 3.33218794199210588e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile186)_ 3.33167718636567534e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile187)_ 3.33116303389493140e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile188)_ 3.33064547278047796e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile189)_ 3.33012449111837094e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile190)_ 3.32960007689934656e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile191)_ 3.32903865068042837e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile192)_ 3.32846370179553785e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile193)_ 3.32788500431720147e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile194)_ 3.32730254489634802e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile195)_ 3.32671631006696300e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile196)_ 3.32612628624522877e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile197)_ 3.32553245972865685e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile198)_ 3.32493481669520330e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile199)_ 3.32433334320239338e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile200)_ 3.32372802518642363e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile201)_ 3.32311884846126970e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile202)_ 3.32250579871778173e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile203)_ 3.32188886152277263e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile204)_ 3.32126802231810192e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile205)_ 3.32064326641975605e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile206)_ 3.32001457901691532e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile207)_ 3.31938194517101870e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile208)_ 3.31874534981482494e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile209)_ 3.31810477775146495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile210)_ 3.31746021365348609e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile211)_ 3.31681164206189294e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile212)_ 3.31614431784598995e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile213)_ 3.31541027245208397e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile214)_ 3.31467170406808709e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile215)_ 3.31392859499834858e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile216)_ 3.31318092739697168e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile217)_ 3.31242868326673490e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile218)_ 3.31167184445800578e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile219)_ 3.31091039266765375e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile220)_ 3.31014430943795190e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile221)_ 3.30937357615548366e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile222)_ 3.30859817405003653e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile223)_ 3.30781808419349366e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile224)_ 3.30703328749872894e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile225)_ 3.30624376471848613e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile226)_ 3.30544949644426511e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile227)_ 3.30465046310520094e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile228)_ 3.30384664496694036e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile229)_ 3.30303802213051778e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile230)_ 3.30222457453122420e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile231)_ 3.30140532795547959e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile232)_ 3.30047848669065491e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile233)_ 3.29954616147806234e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile234)_ 3.29860832928877912e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile235)_ 3.29766496690493671e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile236)_ 3.29671605091850362e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile237)_ 3.29576155773007029e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile238)_ 3.29480146354763370e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile239)_ 3.29383574438538451e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile240)_ 3.29286437606250137e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile241)_ 3.29188733420194790e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile242)_ 3.29090459422927495e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile243)_ 3.28991613137142691e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile244)_ 3.28892192065555955e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile245)_ 3.28792193690785739e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile246)_ 3.28691615475236665e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile247)_ 3.28590454860983838e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile248)_ 3.28488097538005164e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile249)_ 3.28375466175233788e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile250)_ 3.28262187723917265e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile251)_ 3.28148259323265723e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile252)_ 3.28033678090075176e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile253)_ 3.27918441118615966e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile254)_ 3.27802545480523566e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile255)_ 3.27685988224691105e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile256)_ 3.27568766377163989e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile257)_ 3.27450876941037405e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile258)_ 3.27332316896355691e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile259)_ 3.27213083200015120e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile260)_ 3.27093172785668695e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile261)_ 3.26972582563635017e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile262)_ 3.26851309420809333e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile263)_ 3.26729350220578940e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile264)_ 3.26596949078059406e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile265)_ 3.26456842942332859e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile266)_ 3.26315951511860991e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile267)_ 3.26174271203070809e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile268)_ 3.26031798406413609e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile269)_ 3.25888529486312617e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile270)_ 3.25744460781116940e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile271)_ 3.25599588603061774e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile272)_ 3.25453909238235051e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile273)_ 3.25307418946551419e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile274)_ 3.25160113961732655e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile275)_ 3.25011990491297054e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile276)_ 3.24863044716555560e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile277)_ 3.24713272792617236e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile278)_ 3.24555444956823669e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile279)_ 3.24383334523435307e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile280)_ 3.24210279678831270e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile281)_ 3.24036276073289464e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile282)_ 3.23861319329358022e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile283)_ 3.23685405041955443e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile284)_ 3.23508528778484639e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile285)_ 3.23330686078960916e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile286)_ 3.23151872456155331e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile287)_ 3.22972083395753629e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile288)_ 3.22791314356531966e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile289)_ 3.22609560770549431e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile290)_ 3.22426818043358754e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile291)_ 3.22234383434942862e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile292)_ 3.22025599145333530e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile293)_ 3.21815691968237738e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile294)_ 3.21604656785060738e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile295)_ 3.21392488451369562e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile296)_ 3.21179181797309843e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile297)_ 3.20964731628049860e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile298)_ 3.20749132724254915e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile299)_ 3.20532379842591286e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile300)_ 3.20314467716263351e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile301)_ 3.20095391055582779e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile302)_ 3.19875144548574353e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile303)_ 3.19647752266969443e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile304)_ 3.19385514571064233e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile305)_ 3.19121903372220528e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile306)_ 3.18856912732519771e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile307)_ 3.18590536697722637e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile308)_ 3.18322769298342845e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile309)_ 3.18053604550776292e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile310)_ 3.17783036458487889e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile311)_ 3.17511059013260555e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile312)_ 3.17237666196506662e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile313)_ 3.16962851980645688e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile314)_ 3.16686610330551144e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile315)_ 3.16366712151958485e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile316)_ 3.16043525961054250e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile317)_ 3.15718698272674558e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile318)_ 3.15392222653618415e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile319)_ 3.15064092679434182e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile320)_ 3.14734301936742833e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile321)_ 3.14402844025668671e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile322)_ 3.14069712562380809e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile323)_ 3.13734901181752024e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile324)_ 3.13398403540137682e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile325)_ 3.13049033798720266e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile326)_ 3.12659696684798893e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile327)_ 3.12268452971309074e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile328)_ 3.11875296347631048e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile329)_ 3.11480220557060949e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile330)_ 3.11083219401074640e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile331)_ 3.10684286743776639e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile332)_ 3.10283416516540278e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile333)_ 3.09880602722849874e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile334)_ 3.09475839443351530e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile335)_ 3.09056951521732337e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile336)_ 3.08593660967591310e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile337)_ 3.08128204263494831e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile338)_ 3.07660576227165539e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile339)_ 3.07190771811006558e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile340)_ 3.06718786109589026e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile341)_ 3.06244614367452161e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile342)_ 3.05768251987230189e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile343)_ 3.05289694538119649e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile344)_ 3.04808937764702392e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile345)_ 3.04303198309803857e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile346)_ 3.03792882631397854e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile347)_ 3.03280274693590890e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile348)_ 3.02765371441683451e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile349)_ 3.02248170065320165e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile350)_ 3.01728668010397660e+00 OP 
Effective_charge_at_point________________________________________________ (n_charge_plasma_effective_profile351)_ 3.01206862991469837e+00 OP 
